epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.1743430197238922,0.561282217502594,0.0005000000237487257,2.2525880336761475,0.1942170411348343,0.6080189943313599,2.139728546142578
1,0.18171358108520508,0.5868670344352722,0.0005000000237487257,2.116082191467285,0.16425709426403046,0.6054167747497559,2.149812698364258
2,0.17962992191314697,0.5904883742332458,0.0005000000237487257,2.056511878967285,0.1679150015115738,0.5902903079986572,2.4787380695343018
3,0.18513450026512146,0.5953366756439209,0.0005000000237487257,1.9990681409835815,0.2496080845594406,0.6758876442909241,2.000680685043335
4,0.2158917784690857,0.6271796226501465,0.0005000000237487257,1.9385982751846313,0.28287753462791443,0.7059221267700195,1.9009671211242676
5,0.23949618637561798,0.6565638184547424,0.0005000000237487257,1.875211477279663,0.12210416048765182,0.5289669036865234,3.5616984367370605
6,0.26008397340774536,0.6764655113220215,0.0005000000237487257,1.8326070308685303,0.23271207511425018,0.6696895360946655,1.905761957168579
7,0.3041517734527588,0.7010204792022705,0.0005000000237487257,1.7949763536453247,0.34331998229026794,0.7459225058555603,1.8097586631774902
8,0.3514227867126465,0.731442928314209,0.0005000000237487257,1.7387572526931763,0.30081868171691895,0.6821513772010803,2.0035781860351562
9,0.37704867124557495,0.7573978900909424,0.0005000000237487257,1.6886028051376343,0.34924229979515076,0.7620365023612976,1.7402567863464355
10,0.40441611409187317,0.7838268280029297,0.0005000000237487257,1.641064167022705,0.46141788363456726,0.8230438232421875,1.5844401121139526
11,0.42624786496162415,0.801448404788971,0.0005000000237487257,1.6029263734817505,0.45044416189193726,0.8152604103088379,1.5971601009368896
12,0.44248172640800476,0.8140538334846497,0.0005000000237487257,1.5689982175827026,0.4116007685661316,0.799929141998291,1.6611982583999634
13,0.4548281729221344,0.8215043544769287,0.0005000000237487257,1.5516232252120972,0.4723915755748749,0.8227371573448181,1.62325918674469
14,0.4655885696411133,0.8283666372299194,0.0005000000237487257,1.5303969383239746,0.5229054093360901,0.8674855828285217,1.4390896558761597
15,0.4781838059425354,0.8363159894943237,0.0005000000237487257,1.508939504623413,0.5316147208213806,0.8774560689926147,1.4096333980560303
16,0.47513607144355774,0.8373870849609375,0.0005000000237487257,1.5058867931365967,0.5195958614349365,0.8658978939056396,1.4414485692977905
17,0.4846835732460022,0.8426675796508789,0.0005000000237487257,1.48831045627594,0.5326598286628723,0.8683791160583496,1.4387402534484863
18,0.4913388192653656,0.8473390936851501,0.0005000000237487257,1.4665467739105225,0.46873366832733154,0.8343520164489746,1.5519405603408813
19,0.4965013265609741,0.850509762763977,0.0005000000237487257,1.4609150886535645,0.5147187113761902,0.8625550270080566,1.4635016918182373
20,0.5008552074432373,0.8531546592712402,0.0005000000237487257,1.4546555280685425,0.5296986699104309,0.8720828294754028,1.4334110021591187
21,0.5072616934776306,0.8560232520103455,0.0005000000237487257,1.4449939727783203,0.5528653264045715,0.8885208368301392,1.3634719848632812
22,0.5113668441772461,0.8584387898445129,0.0005000000237487257,1.4401332139968872,0.553910493850708,0.8837702870368958,1.3879289627075195
23,0.5180842876434326,0.8630262017250061,0.0005000000237487257,1.4222676753997803,0.5431109666824341,0.8813279271125793,1.4029439687728882
24,0.5208521485328674,0.862641453742981,0.0005000000237487257,1.4274042844772339,0.5751610994338989,0.8965420722961426,1.3396450281143188
25,0.5229046940803528,0.865432620048523,0.0005000000237487257,1.4072543382644653,0.5666260123252869,0.8963382244110107,1.3398176431655884
26,0.5297776460647583,0.8683591485023499,0.0005000000237487257,1.4012885093688965,0.5434593558311462,0.8806548714637756,1.416176676750183
27,0.5353755354881287,0.8704740405082703,0.0005000000237487257,1.397473692893982,0.5673227906227112,0.88718581199646,1.3751678466796875
28,0.5357798337936401,0.8713434934616089,0.0005000000237487257,1.3916475772857666,0.5758578777313232,0.8977715969085693,1.3380926847457886
29,0.5457627177238464,0.8753963112831116,0.0005000000237487257,1.3810358047485352,0.506706178188324,0.860435962677002,1.5224757194519043
30,0.5423106551170349,0.8749343752861023,0.0005000000237487257,1.3796873092651367,0.5877025127410889,0.8960227966308594,1.3495662212371826
31,0.552293598651886,0.879054605960846,0.0005000000237487257,1.363637924194336,0.5511234998703003,0.8824379444122314,1.4051382541656494
32,0.554874837398529,0.8791412711143494,0.0005000000237487257,1.3654119968414307,0.569761335849762,0.8974425792694092,1.3433705568313599
33,0.5580158829689026,0.8821752667427063,0.0005000000237487257,1.353319764137268,0.55303955078125,0.8884748220443726,1.387594223022461
34,0.5582024455070496,0.8822816014289856,0.0005000000237487257,1.3562427759170532,0.5924054980278015,0.8990921974182129,1.339557409286499
35,0.5784481167793274,0.8922358155250549,0.0002500000118743628,1.3049492835998535,0.6160947680473328,0.9152182340621948,1.254340648651123
36,0.5828642249107361,0.8946155905723572,0.0002500000118743628,1.2876821756362915,0.6072112917900085,0.9073373079299927,1.2907719612121582
37,0.5888353586196899,0.8977113962173462,0.0002500000118743628,1.2675673961639404,0.6105208396911621,0.9141784906387329,1.2519853115081787
38,0.5925361514091492,0.898636519908905,0.0002500000118743628,1.2611773014068604,0.6049468517303467,0.9075227975845337,1.2809239625930786
39,0.5932514667510986,0.8993502855300903,0.0002500000118743628,1.251348853111267,0.6185333728790283,0.9152244329452515,1.2420995235443115
40,0.5936246514320374,0.899409294128418,0.0002500000118743628,1.2525993585586548,0.6274168491363525,0.9171023368835449,1.233942985534668
41,0.5975120663642883,0.9003148078918457,0.0002500000118743628,1.2504013776779175,0.6305521726608276,0.9220407009124756,1.2074053287506104
42,0.6013994812965393,0.9033565521240234,0.0002500000118743628,1.232019305229187,0.6277651786804199,0.9193025827407837,1.2193461656570435
43,0.6068418622016907,0.9046424031257629,0.0002500000118743628,1.2230823040008545,0.6206235885620117,0.9143490195274353,1.243431806564331
44,0.6045094132423401,0.9045958518981934,0.0002500000118743628,1.2279973030090332,0.6310747265815735,0.9222826361656189,1.2032992839813232
45,0.6095163822174072,0.9052741527557373,0.0002500000118743628,1.2208572626113892,0.6202751994132996,0.9117068648338318,1.2550723552703857
46,0.6042917370796204,0.9048205614089966,0.0002500000118743628,1.2204327583312988,0.6258491277694702,0.9127660393714905,1.249946117401123
47,0.6104493737220764,0.9065333604812622,0.0002500000118743628,1.2120085954666138,0.6166173219680786,0.9140716791152954,1.2514504194259644
48,0.6079925298690796,0.9068136215209961,0.0002500000118743628,1.2124414443969727,0.6342100501060486,0.9216694235801697,1.2055370807647705
49,0.6120043396949768,0.9083266258239746,0.0002500000118743628,1.2047542333602905,0.6213203072547913,0.913575291633606,1.2450721263885498
50,0.612284243106842,0.9083596467971802,0.0002500000118743628,1.2059186697006226,0.6131336092948914,0.9130560159683228,1.2495663166046143
51,0.6221427321434021,0.9125893115997314,0.0001250000059371814,1.1804040670394897,0.6396098136901855,0.9240624308586121,1.1928174495697021
52,0.6284559369087219,0.9136133790016174,0.0001250000059371814,1.1710891723632812,0.6441386342048645,0.9257405400276184,1.179075837135315
53,0.6299486756324768,0.9148641228675842,0.0001250000059371814,1.167961597442627,0.6410033106803894,0.9221510291099548,1.1999558210372925
54,0.6332141160964966,0.9169012308120728,0.0001250000059371814,1.155478835105896,0.6399582028388977,0.9247522354125977,1.1841719150543213
55,0.6327787041664124,0.9177976846694946,0.0001250000059371814,1.1520209312438965,0.6509318947792053,0.9266641736030579,1.1731646060943604
56,0.6333073973655701,0.9173319339752197,0.0001250000059371814,1.1529345512390137,0.651106059551239,0.9279722571372986,1.16289222240448
57,0.6356398463249207,0.9178247451782227,0.0001250000059371814,1.1462854146957397,0.6411774754524231,0.9245129823684692,1.18266761302948
58,0.6377857327461243,0.91874098777771,0.0001250000059371814,1.1422698497772217,0.6453579664230347,0.9266329407691956,1.1725398302078247
59,0.6352044939994812,0.9194855690002441,0.0001250000059371814,1.1362879276275635,0.6472740173339844,0.9265371561050415,1.1688896417617798
60,0.6409267783164978,0.9196808338165283,0.0001250000059371814,1.1401715278625488,0.6474481821060181,0.9254528284072876,1.175581455230713
