phase,epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
feature_extraction,0,0.32660549879074097,0.7136869430541992,1.8486878871917725,0.4622887969017029,0.8195506930351257,1.4340296983718872,0.0010000000474974513
feature_extraction,1,0.3897683024406433,0.7676243185997009,1.6396429538726807,0.43441909551620483,0.7937687635421753,1.526558756828308,0.0010000000474974513
feature_extraction,2,0.40550458431243896,0.7789731621742249,1.5998677015304565,0.45793417096138,0.8167397379875183,1.440822958946228,0.0010000000474974513
feature_extraction,3,0.41054269671440125,0.7850948572158813,1.578566074371338,0.4875457286834717,0.8352478742599487,1.3778200149536133,0.0010000000474974513
feature_extraction,4,0.4190016984939575,0.7895830869674683,1.5526483058929443,0.467166006565094,0.8220967650413513,1.4299579858779907,0.0010000000474974513
feature_extraction,5,0.42005908489227295,0.791592001914978,1.54154634475708,0.48388782143592834,0.8344612717628479,1.3779850006103516,0.0010000000474974513
feature_extraction,6,0.4210231602191925,0.7935757040977478,1.5349915027618408,0.48667478561401367,0.8381117582321167,1.3742966651916504,0.0010000000474974513
feature_extraction,7,0.42631006240844727,0.7961933016777039,1.532217264175415,0.4842362105846405,0.8343230485916138,1.3889412879943848,0.0010000000474974513
feature_extraction,8,0.42646557092666626,0.797148585319519,1.5190062522888184,0.49799686670303345,0.8459774255752563,1.338701605796814,0.0010000000474974513
feature_extraction,9,0.4269942343235016,0.7974850535392761,1.5285561084747314,0.46646925806999207,0.8224323987960815,1.4366508722305298,0.0010000000474974513
feature_extraction,10,0.4262167513370514,0.7977355718612671,1.5282256603240967,0.4309353828430176,0.8027982711791992,1.5288684368133545,0.0010000000474974513
feature_extraction,11,0.4265899658203125,0.7973566651344299,1.5283513069152832,0.47988155484199524,0.8340268135070801,1.3872603178024292,0.0010000000474974513
feature_extraction,12,0.4450940787792206,0.811420202255249,1.4443637132644653,0.4783138930797577,0.8313326835632324,1.3961619138717651,0.0005000000237487257
feature_extraction,13,0.4501321613788605,0.8137611150741577,1.4187350273132324,0.5107124447822571,0.8508801460266113,1.3167619705200195,0.0005000000237487257
feature_extraction,14,0.4515938460826874,0.8135117292404175,1.4305810928344727,0.4896359443664551,0.8385622501373291,1.3677235841751099,0.0005000000237487257
